org.apache.hadoop.hdfs.TestIsMethodSupported	18239.0	98641.0	18.0	3915.0
org.apache.hadoop.hdfs.TestDFSAddressConfig	18086.0	98963.0	20.0	3913.0
org.apache.hadoop.hdfs.TestExtendedAcls	18918.0	101153.0	25.0	3963.0
org.apache.hadoop.hdfs.TestBlocksScheduledCounter	18535.0	101497.0	25.0	3963.0
org.apache.hadoop.hdfs.TestBlockMissingException	18611.0	101863.0	32.0	3972.0
org.apache.hadoop.hdfs.AppendTestUtil	19204.0	102987.0	40.0	3992.0
org.apache.hadoop.hdfs.TestHDFSTrash	19093.0	103703.0	22.0	4032.0
org.apache.hadoop.hdfs.TestRead	18969.0	104069.0	24.0	4033.0
org.apache.hadoop.hdfs.TestCrcCorruption	19465.0	105070.0	35.0	4074.0
org.apache.hadoop.security.TestPermission	956.0	1515.0	31.0	206.0
org.apache.hadoop.security.TestPermissionSymlinks	1384.0	3467.0	26.0	282.0
org.apache.hadoop.security.TestRefreshUserMappings	1425.0	4515.0	29.0	392.0
org.apache.hadoop.cli.util.CryptoAdminCmdExecutor	55.0	69.0	16.0	31.0
org.apache.hadoop.cli.util.CLICommandDFSAdmin	18.0	77.0	9.0	32.0
org.apache.hadoop.cli.util.CacheAdminCmdExecutor	64.0	146.0	16.0	35.0
org.apache.hadoop.cli.util.CLICommandCryptoAdmin	27.0	154.0	9.0	35.0
org.apache.hadoop.cli.util.CLICommandCacheAdmin	28.0	163.0	9.0	36.0
org.apache.hadoop.fs.loadGenerator.TestLoadGenerator	724.0	1103.0	24.0	162.0
org.apache.hadoop.fs.viewfs.TestViewFileSystemAtHdfsRoot	180.0	217.0	23.0	71.0
org.apache.hadoop.fs.viewfs.TestViewFileSystemHdfs	364.0	642.0	25.0	127.0
org.apache.hadoop.fs.viewfs.TestViewFsFileStatusHdfs	435.0	1070.0	17.0	171.0
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot	361.0	1285.0	25.0	176.0
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAcls	715.0	2179.0	21.0	231.0
org.apache.hadoop.fs.viewfs.TestViewFsWithAcls	883.0	3106.0	22.0	239.0
org.apache.hadoop.fs.viewfs.TestViewFsHdfs	672.0	3299.0	23.0	238.0
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithTruncate	817.0	3658.0	28.0	262.0
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithXAttrs	962.0	4257.0	19.0	278.0
org.apache.hadoop.fs.viewfs.TestViewFsWithXAttrs	1075.0	4892.0	20.0	279.0
org.apache.hadoop.fs.permission.TestStickyBit	995.0	1578.0	27.0	174.0
org.apache.hadoop.fs.shell.TestHdfsTextCommand	987.0	1772.0	20.0	179.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractRootDirectory	68.0	74.0	15.0	28.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractCreate	78.0	148.0	15.0	30.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractOpen	88.0	222.0	15.0	32.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractAppend	98.0	296.0	15.0	34.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek	108.0	370.0	15.0	36.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractRename	118.0	444.0	15.0	38.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractGetFileStatus	128.0	518.0	15.0	40.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractConcat	145.0	602.0	15.0	45.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSetTimes	151.0	676.0	15.0	47.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractMkdir	161.0	750.0	15.0	49.0
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractDelete	171.0	824.0	15.0	51.0
org.apache.hadoop.fs.contract.hdfs.HDFSContract	300.0	1045.0	20.0	92.0
org.apache.hadoop.hdfs.util.TestCyclicIteration	185.0	220.0	28.0	59.0
org.apache.hadoop.hdfs.util.TestAtomicFileOutputStream	385.0	675.0	21.0	134.0
org.apache.hadoop.hdfs.util.TestLightWeightHashSet	1386.0	2594.0	33.0	244.0
org.apache.hadoop.hdfs.util.TestLightWeightLinkedSet	1783.0	4508.0	26.0	264.0
